sentiment,content
worry,Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm
worry,Phone will die soon. What to do now? Oh no!
worry,Forgot my power cable at home today
worry,I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen
worry,@ZachMoore1 I thought I was going to see a pic of your clean car
worry,@hot30 i want to! but im not over 18 and t&amp;c says over 18's only  wanna make an exception for me ;)
worry,"@ingridkerr No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google"
worry,@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!
worry,@Sageey My public talk in July got canceled and I don't know why.
worry,"Feeling so rough today, just want a cuddle and some sleep"
worry,"@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
worry,first puppy gone 2 new home.
worry,feeling extremally ill
worry,&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony
worry,back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.
worry,"@YEPNAYDEA I don't have ur #...anymore, I think!!"
worry,Damn i have something to say and no one is listening
worry,@Jessicaveronica OMG YAYA!!! we put you #5 please not the end of the year
worry,I miss the old healthy me and I am loosing faith that I ever will be again
worry,"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn.. http://tinyurl.com/lk9ag8"
worry,Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.
worry,I miss my daily quotes! Why don't i get them anymore? @sschabowski am I kicked from your mailinglist?
worry,@MateRiaLGirL1 I won't b hereeeeee. Imma b in georgia  and then I'm off to LA. Grrrrrr!
worry,"@sensonize ohh sorry , thats someone else's pic  my bad"
worry,"Missed my train by 5 secs  yesterdaynight knijp, jaap &amp; flashback. Now sitting on the blisters. If you know what I mean. ;)"
worry,Why am I still upppp????? LOL.  Work in less than 5 hours.
worry,@Bam_Hall Is that why you aint answer my call? Thought we were homies!?
worry,gnite  Fukn Nite * wanted sum {pinga} but couldn't get any
worry,"Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, @feliciaday"
worry,"Just spoke to Keith Urban's record company, we can't get him on the show till we're back from holidays  sorry Jack, we're trying mate!"
worry,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC
worry,@HoptonHouseBnB now theres a thought .... do you still get goldfish at the fair ?? not seen them for years
worry,@cocoy @mike_online That's the sad thing about it.
worry,"Oops, Corey saw my last tweet. I guess I'M not getting laid tomorrow."
worry,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa
worry,I dont get twitter  Someone help me!
worry,watching two of my patients die tonight has put me in a funk. one was young.
worry,"The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window....."
worry,@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!
worry,@tanyaDlove whats up? im sad  you didnt text today.
worry,"have to wear my glasses today, cos my right eye is swollen and i don't know why"
worry,@lizhodgins I heard your moving to Sydney next year im not happy
worry,"still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too."
worry,Never has a chance of sleeping before midnight  my mind is so tired......
worry,happy to b home .. then my mind wanders an I can't sleep
worry,weebo is dying
worry,4 cases of swine flu!
worry,"@relly1 Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???"
worry,Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;crap things that can happen in a week&quot; list
worry,@FrankieTheSats people are pathetic  how do u know some one is trying?
worry,Complicated with a dream
worry,"meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi"
worry,"Hospitals unnerve me  ~  waiting for the Doc, flipping thru magazines  ~"
worry,"Awake, no migrane (yey) but tummy is hurting, evil IBS"
worry,@rsuenaga im not at litle oven tonight
worry,wow i'm really reallly ill
worry,mary hates me again  i wana walmart it butno one wants to go
worry,is feeling really sick
worry,My face an my arms. Tragic. Seriously.
worry,@andyclemmensen you didnt send me the text
worry,Damnit. I have run out of candy coated books.
worry,tummy hurts
worry,sitting in school  sucks to be me!
worry,Ew I have creepy followers
worry,Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work
worry,@Muhammad_Adel they didn't reply yet.. wait till they confirm.. in case somebody might have translated it already..
worry,It was my baby bros last time singing in front of his school  im so so proud of him !!! but when did i get old  im only 22!
worry,http://twitpic.com/664oz - this is what happens when i have no models
worry,"can't find Skins on the stacks, @milosundae  90210/The Hills? wdyt?"
worry,I still miss him... And i dont think he's coming back
worry,My tummy still hurts  another cubs game tom...goood night.
worry,@TreverKeith come back to Perth     I missed the show here!
worry,My baby was so drunk I brought her home for an hour to pass out then carried her to the car
worry,@JonConnelly You can vote every 20 mins I'm on page 2   http://twurl.nl/hxux3o
worry,I can't find my ipod
worry,"@allysonalfonso yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@"
worry,finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work
worry,My throat hurts and I can't sleep.
worry,i pulled a muscle in my neck this morning just feels like its getting more sore
worry,@yahyan where did you go babe?
worry,its raining  now my hair will gett all gay
worry,@JERI7YN aww you're going back to east coast again?i haven't even seeen you!
worry,Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth
worry,@nassrenj I miss u guys too  I prob won't b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!
worry,Been up since 5am with my poorly sick baby girl
worry,worried about Mr. Socks tonight.
worry,@JAYOJAY I'm straining to hear but it's very hard from all the way over here.
worry,"The birds are out,, oh man... That's NOT cool &amp;&amp; I didn't sleep yet for the night!!!"
worry,Worried about the reply after sending THE SMS to 78277.
worry,@yahyan where'd you go!
worry,Oh good God crampsss...
worry,Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going
worry,"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1"
worry,Ok hubby really isnt going to be logging off anytime soon  what to do what to do?
worry,Can't get the sound to work while on DVD. I was going to watch Mary Poppins.
worry,what am i gonna do when my iphone is full!
worry,I honestly feel like I'm not healing or getting any better. This is not good
worry,Gotta a lot of work knocked out on the project but there's one feature that just refuses to work right. Can't release next version until
worry,tiiiired but i cant sleep
worry,@DannysGhirl no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol
worry,@TerrenceJ106 insomniac over here as well
worry,i lost mx way
worry,The computers and the Ethernet at school are so slow!
worry,i wish people would leave jon &amp; kate alone  i really like that show
worry,very very bad headache that is getting worse by the minute not better.
worry,Here at work having lunch. A lot of work and not enough help
worry,Why am I having such a hard time falling asleep
worry,someone has hacked into my emails!! fuck off!!
worry,Noones talking to me anymore
worry,"@overlordtrainee Sigh. It is a sad, lonely profession."
worry,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.
worry,Wow slept in with no dolidh here to wake me up
worry,@isilwenlinwelin i am public and can't get anyone to follow me
worry,ok deleted all messages and hope they don't come back!!
worry,"@againtoday i'm hear ya dude, i can't either"
worry,boo  rabbits pisses on people you know that
worry,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale
worry,I've had a sore throat since monday morning @joeyawesome...I'm just sick of it hurtin and I want some freakin sleep!
worry,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!"
worry,@starlingpoet lol.. that's worrying
worry,"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits"
worry,"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed"
worry,@vivzy yeps...just for today though  I badly wanted to do some geek-shopping...
worry,"I was just watching some cartoons as I haven't in years when I was eating my breakfast, the programs have changed"
worry,Is sooooo tired... wants to crawl back into bed
worry,why does IE have to be always a big problem
worry,@larrysullivan sorry i couldn't fit hal's name
worry,@someone Kills me to see you online and not be able to say hello
worry,thinks its annoying when i keep getting twitter error messages from my mobile
worry,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!
worry,trying to get a sale in my job...
worry,Not excited of blowing out another candle today... [as when I was a kid!]   We gotta grow up soon or later...
